lat,lon,walkability
62.459513,6.251868,0.040623049
62.459513,6.252668,0.064626825
62.459513,6.253468,0.101449989
62.459513,6.254268,0.136989296
62.459513,6.255068,0.178308311
62.459513,6.255868,0.222857284
62.459513,6.256668,0.266689834
62.459513,6.257468,0.313998712
62.459513,6.258268,0.357083919
62.459513,6.259068,0.388436705
62.459513,6.259868,0.397034985
62.459513,6.260668,0.37713146
62.459513,6.261468,0.337262212
62.459513,6.262268,0.293338726
62.459513,6.263068,0.260885663
62.459513,6.263868,0.226999986
62.459513,6.264668,0.206085444
62.459513,6.265468,0.204669276
62.459513,6.266268,0.197174892
62.459513,6.267068,0.204281062
62.459513,6.267868,0.228465849
62.459513,6.268668,0.244414156
62.459513,6.269468,0.249472781
62.459513,6.270268,0.255886624
62.459513,6.271068,0.26572287
62.459513,6.271868,0.267385049
62.459513,6.272668,0.25968502
62.459513,6.273468,0.278395851
62.459513,6.274268,0.284600877
62.459513,6.275068,0.281297047
62.459513,6.275868,0.270200068
62.459513,6.276668,0.246967108
62.459513,6.277468,0.216254272
62.459513,6.278268,0.177948121
62.459513,6.279068,0.153559743
62.459513,6.279868,0.126527651
62.459513,6.280668,0.093026025
62.459513,6.281468,0.076332474
62.459513,6.282268,0.066675689
62.459513,6.283068,0.065848408
62.459513,6.283868,0.066424688
62.459513,6.284668,0.066773915
62.459513,6.285468,0.061386712
62.459513,6.286268,0.055345291
62.459513,6.287068,0.045252636
62.459513,6.287868,0.034600998
62.459513,6.290268,0.032125303
62.459513,6.291068,0.035405183
62.459513,6.291868,0.036035897
62.459513,6.292668,0.032176495
62.459513,6.311068,0.033101235
62.459513,6.311868,0.03525534
62.459513,6.312668,0.034493822
62.459513,6.313468,0.031285826
62.459513,6.322268,0.036348359
62.459513,6.323068,0.043147395
62.459513,6.323868,0.049001253
62.459513,6.324668,0.051806345
62.459513,6.325468,0.050517156
62.459513,6.326268,0.046090851
62.459513,6.327068,0.039659224
62.459513,6.332668,0.030468753
62.459513,6.333468,0.048483535
62.459513,6.334268,0.06720767
62.459513,6.335068,0.084364796
62.459513,6.335868,0.098831247
62.459513,6.336668,0.111060048
62.459513,6.337468,0.118191717
62.459513,6.338268,0.118930421
62.459513,6.339068,0.116265676
62.459513,6.339868,0.107615675
62.459513,6.340668,0.097619079
62.459513,6.341468,0.084096341
62.459513,6.342268,0.069186328
62.459513,6.343068,0.051624225
62.459513,6.343868,0.031329806
62.459513,6.348668,0.039151138
62.459513,6.349468,0.060409449
62.459513,6.350268,0.082019786
62.459513,6.351068,0.107078851
62.459513,6.351868,0.145617592
62.459513,6.352668,0.180112371
62.459513,6.353468,0.210581731
62.459513,6.354268,0.232043821
62.459513,6.355068,0.249551321
62.459513,6.355868,0.287051289
62.459513,6.356668,0.322291451
62.459513,6.357468,0.365218352
62.459513,6.358268,0.394626358
62.459513,6.359068,0.436191601
62.459513,6.359868,0.475913777
62.459513,6.360668,0.499966264
62.459513,6.361468,0.514174781
62.459513,6.362268,0.498875183
62.459513,6.363068,0.478965431
62.459513,6.363868,0.48251413
62.459513,6.364668,0.451973928
62.459513,6.365468,0.41957919
62.459513,6.366268,0.419973101
62.459513,6.367068,0.413965012
62.459513,6.367868,0.39322835
62.459513,6.368668,0.387343128
62.459513,6.369468,0.363673502
62.459513,6.370268,0.339167709
62.459513,6.371068,0.303129153
62.459513,6.371868,0.281373293
62.459513,6.372668,0.256934517
62.459513,6.373468,0.224035598
62.459513,6.374268,0.188149024
62.459513,6.375068,0.148713497
62.459513,6.375868,0.130274518
62.459513,6.376668,0.12324687
62.459513,6.377468,0.110579569
62.459513,6.378268,0.093712821
62.459513,6.379068,0.07075191
62.459513,6.379868,0.048876709
62.459913,6.084668,0.124352524
62.459913,6.085468,0.14516347
62.459913,6.086268,0.165395175
62.459913,6.087068,0.185570986
62.459913,6.087868,0.199138274
62.459913,6.088668,0.182616434
62.459913,6.089468,0.178935945
62.459913,6.090268,0.197424013
62.459913,6.091068,0.18623745
62.459913,6.091868,0.171654969
62.459913,6.092668,0.155979225
62.459913,6.093468,0.14005276
62.459913,6.094268,0.126017212
62.459913,6.095068,0.116819017
62.459913,6.095868,0.111205635
62.459913,6.096668,0.10513874
62.459913,6.097468,0.099071844
62.459913,6.098268,0.093478273
62.459913,6.099068,0.087900303
62.459913,6.099868,0.082322333
62.459913,6.100668,0.076744363
62.459913,6.101468,0.071020274
62.459913,6.102268,0.065124284
62.459913,6.103068,0.059228295
62.459913,6.103868,0.054692849
62.459913,6.104668,0.04879686
62.459913,6.105468,0.04290087
62.459913,6.106268,0.036551366
62.459913,6.114268,0.034423525
62.459913,6.115068,0.04464214
62.459913,6.115868,0.052110272
62.459913,6.116668,0.05516022
62.459913,6.117468,0.05153316
62.459913,6.118268,0.045915266
62.459913,6.119068,0.057091228
62.459913,6.119868,0.073042658
62.459913,6.120668,0.099262857
62.459913,6.121468,0.123655304
62.459913,6.122268,0.141100059
62.459913,6.123068,0.154340206
62.459913,6.123868,0.158310106
62.459913,6.124668,0.153823326
62.459913,6.125468,0.166036906
62.459913,6.126268,0.186250782
62.459913,6.127068,0.201337684
62.459913,6.127868,0.23247397
62.459913,6.128668,0.256335964
62.459913,6.129468,0.271032783
62.459913,6.130268,0.275174934
62.459913,6.131068,0.291755156
62.459913,6.131868,0.312529841
62.459913,6.132668,0.326209031
62.459913,6.133468,0.320212678
62.459913,6.134268,0.28523362
62.459913,6.135068,0.24888958
62.459913,6.135868,0.20967726
62.459913,6.136668,0.167377529
62.459913,6.137468,0.125989595
62.459913,6.138268,0.087906823
62.459913,6.139068,0.065734621
62.459913,6.139868,0.04070222
62.459913,6.155868,0.030385488
62.459913,6.156668,0.030385488
62.459913,6.157468,0.037020171
62.459913,6.158268,0.057896029
62.459913,6.159068,0.079539654
62.459913,6.159868,0.099614306
62.459913,6.160668,0.119811761
62.459913,6.161468,0.138729745
62.459913,6.162268,0.158678332
62.459913,6.163068,0.179820934
62.459913,6.163868,0.199455338
62.459913,6.164668,0.217717877
62.459913,6.165468,0.216840894
62.459913,6.166268,0.213288568
62.459913,6.167068,0.191685386
62.459913,6.167868,0.164667586
62.459913,6.168668,0.142489222
62.459913,6.169468,0.11845546
62.459913,6.170268,0.095311513
62.459913,6.171068,0.069891193
62.459913,6.171868,0.04310523
62.459913,6.252668,0.039004977
62.459913,6.253468,0.083713077
62.459913,6.254268,0.129230963
62.459913,6.255068,0.173081112
62.459913,6.255868,0.216421684
62.459913,6.256668,0.261106164
62.459913,6.257468,0.305278891
62.459913,6.258268,0.344292728
62.459913,6.259068,0.372918168
62.459913,6.259868,0.400276509
62.459913,6.260668,0.387402781
62.459913,6.261468,0.356159313
62.459913,6.262268,0.316366358
62.459913,6.263068,0.281822861
62.459913,6.263868,0.250304467
62.459913,6.264668,0.248513896
62.459913,6.265468,0.250081589
62.459913,6.266268,0.245831207
62.459913,6.267068,0.242650381
62.459913,6.267868,0.269590134
62.459913,6.268668,0.283414903
62.459913,6.269468,0.288228037
62.459913,6.270268,0.304441046
62.459913,6.271068,0.316349694
62.459913,6.271868,0.316539459
62.459913,6.272668,0.321129755
62.459913,6.273468,0.337236704
62.459913,6.274268,0.344028907
62.459913,6.275068,0.34361084
62.459913,6.275868,0.331577744
62.459913,6.276668,0.306724807
62.459913,6.277468,0.271116181
62.459913,6.278268,0.229384379
62.459913,6.279068,0.194265351
62.459913,6.279868,0.16154126
62.459913,6.280668,0.125562315
62.459913,6.281468,0.113628536
62.459913,6.282268,0.102636648
62.459913,6.283068,0.09400716
62.459913,6.283868,0.098447212
62.459913,6.284668,0.09810405
62.459913,6.285468,0.092870969
62.459913,6.286268,0.083803156
62.459913,6.287068,0.073069106
62.459913,6.287868,0.059769272
62.459913,6.288668,0.043468671
62.459913,6.289468,0.052652142
62.459913,6.290268,0.059696507
62.459913,6.291068,0.062547069
62.459913,6.291868,0.061911506
62.459913,6.292668,0.059109807
62.459913,6.293468,0.053363794
62.459913,6.294268,0.044031969
62.459913,6.295068,0.03236503
62.459913,6.308668,0.033178916
62.459913,6.309468,0.044162226
62.459913,6.310268,0.052304855
62.459913,6.311068,0.060342324
62.459913,6.311868,0.064027184
62.459913,6.312668,0.066459119
62.459913,6.313468,0.065317887
62.459913,6.314268,0.058477048
62.459913,6.315068,0.047425284
62.459913,6.315868,0.034786347
62.459913,6.320668,0.032776785
62.459913,6.321468,0.046763411
62.459913,6.322268,0.058722273
62.459913,6.323068,0.068131189
62.459913,6.323868,0.073995425
62.459913,6.324668,0.076318719
62.459913,6.325468,0.076237061
62.459913,6.326268,0.072018402
62.459913,6.327068,0.063566967
62.459913,6.327868,0.052303913
62.459913,6.328668,0.039224498
62.459913,6.332668,0.043723782
62.459913,6.333468,0.065002834
62.459913,6.334268,0.085493253
62.459913,6.335068,0.103414312
62.459913,6.335868,0.122591402
62.459913,6.336668,0.136407891
62.459913,6.337468,0.145421325
62.459913,6.338268,0.147471862
62.459913,6.339068,0.142140494
62.459913,6.339868,0.131618939
62.459913,6.340668,0.118648285
62.459913,6.341468,0.104657127
62.459913,6.342268,0.086914571
62.459913,6.343068,0.066859534
62.459913,6.343868,0.044809693
62.459913,6.348668,0.034724249
62.459913,6.349468,0.055239222
62.459913,6.350268,0.079967036
62.459913,6.351068,0.117659312
62.459913,6.351868,0.155186068
62.459913,6.352668,0.187843922
62.459913,6.353468,0.215719092
62.459913,6.354268,0.240792365
62.459913,6.355068,0.274572784
62.459913,6.355868,0.317010589
62.459913,6.356668,0.341682942
62.459913,6.357468,0.374299623
62.459913,6.358268,0.429008656
62.459913,6.359068,0.474299477
62.459913,6.359868,0.510958878
62.459913,6.360668,0.534097231
62.459913,6.361468,0.548180847
62.459913,6.362268,0.541715217
62.459913,6.363068,0.523845582
62.459913,6.363868,0.492346427
62.459913,6.364668,0.467298947
62.459913,6.365468,0.44745659
62.459913,6.366268,0.450187255
62.459913,6.367068,0.439027158
62.459913,6.367868,0.415267878
62.459913,6.368668,0.426701846
62.459913,6.369468,0.41256905
62.459913,6.370268,0.383093469
62.459913,6.371068,0.344202437
62.459913,6.371868,0.329806274
62.459913,6.372668,0.308002737
62.459913,6.373468,0.271733116
62.459913,6.374268,0.22313633
62.459913,6.375068,0.182536239
62.459913,6.375868,0.178257114
62.459913,6.376668,0.168801624
62.459913,6.377468,0.154186886
62.459913,6.378268,0.135325413
62.459913,6.379068,0.110875752
62.459913,6.379868,0.083795808
62.459913,6.380668,0.052847616
62.460313,6.084668,0.11527992
62.460313,6.085468,0.135195817
62.460313,6.086268,0.155899173
62.460313,6.087068,0.174025024
62.460313,6.087868,0.188461414
62.460313,6.088668,0.19665643
62.460313,6.089468,0.186190498
62.460313,6.090268,0.182844492
62.460313,6.091068,0.197821438
62.460313,6.091868,0.188729242
62.460313,6.092668,0.172802778
62.460313,6.093468,0.158666352
62.460313,6.094268,0.145730641
62.460313,6.095068,0.140117259
62.460313,6.095868,0.134503878
62.460313,6.096668,0.128436982
62.460313,6.097468,0.122370087
62.460313,6.098268,0.116786459
62.460313,6.099068,0.111208489
62.460313,6.099868,0.105630519
62.460313,6.100668,0.100506064
62.460313,6.101468,0.095143772
62.460313,6.102268,0.089701297
62.460313,6.103068,0.084258823
62.460313,6.103868,0.078816348
62.460313,6.104668,0.073373873
62.460313,6.105468,0.066570854
62.460313,6.106268,0.060652397
62.460313,6.107068,0.054200848
62.460313,6.107868,0.045008907
62.460313,6.108668,0.033577978
62.460313,6.111068,0.031427624
62.460313,6.111868,0.045943715
62.460313,6.112668,0.06414133
62.460313,6.113468,0.085460404
62.460313,6.114268,0.099000151
62.460313,6.115068,0.104304463
62.460313,6.115868,0.110483878
62.460313,6.116668,0.1102396
62.460313,6.117468,0.106090711
62.460313,6.118268,0.09704585
62.460313,6.119068,0.091332224
62.460313,6.119868,0.112501292
62.460313,6.120668,0.139241887
62.460313,6.121468,0.164667822
62.460313,6.122268,0.184834209
62.460313,6.123068,0.200206573
62.460313,6.123868,0.204599559
62.460313,6.124668,0.200698818
62.460313,6.125468,0.188074688
62.460313,6.126268,0.194935225
62.460313,6.127068,0.204852955
62.460313,6.127868,0.203906824
62.460313,6.128668,0.216172515
62.460313,6.129468,0.226997803
62.460313,6.130268,0.234702938
62.460313,6.131068,0.25985849
62.460313,6.131868,0.277639285
62.460313,6.132668,0.285223505
62.460313,6.133468,0.278042999
62.460313,6.134268,0.254264417
62.460313,6.135068,0.220075072
62.460313,6.135868,0.181780405
62.460313,6.136668,0.144326841
62.460313,6.137468,0.106183193
62.460313,6.138268,0.080166843
62.460313,6.139068,0.058606418
62.460313,6.139868,0.034843877
62.460313,6.155868,0.030385488
62.460313,6.156668,0.031292517
62.460313,6.157468,0.040257391
62.460313,6.158268,0.062454091
62.460313,6.159068,0.08417709
62.460313,6.159868,0.10450869
62.460313,6.160668,0.125696712
62.460313,6.161468,0.146793096
62.460313,6.162268,0.167696882
62.460313,6.163068,0.188987885
62.460313,6.163868,0.20788196
62.460313,6.164668,0.22159668
62.460313,6.165468,0.211170887
62.460313,6.166268,0.219849199
62.460313,6.167068,0.195396672
62.460313,6.167868,0.169583601
62.460313,6.168668,0.145561289
62.460313,6.169468,0.121058355
62.460313,6.170268,0.096997741
62.460313,6.171068,0.073876405
62.460313,6.171868,0.052591686
62.460313,6.172668,0.031691579
62.460313,6.253468,0.074969108
62.460313,6.254268,0.124170571
62.460313,6.255068,0.17408051
62.460313,6.255868,0.220773199
62.460313,6.256668,0.265956748
62.460313,6.257468,0.303647694
62.460313,6.258268,0.345707932
62.460313,6.259068,0.382551032
62.460313,6.259868,0.400879645
62.460313,6.260668,0.395751136
62.460313,6.261468,0.366686629
62.460313,6.262268,0.324950431
62.460313,6.263068,0.290509873
62.460313,6.263868,0.271274975
62.460313,6.264668,0.282009766
62.460313,6.265468,0.288610963
62.460313,6.266268,0.290966304
62.460313,6.267068,0.294236818
62.460313,6.267868,0.304662644
62.460313,6.268668,0.317881553
62.460313,6.269468,0.326309327
62.460313,6.270268,0.347030429
62.460313,6.271068,0.358310713
62.460313,6.271868,0.360946736
62.460313,6.272668,0.370567748
62.460313,6.273468,0.387942095
62.460313,6.274268,0.39511557
62.460313,6.275068,0.397845066
62.460313,6.275868,0.389394184
62.460313,6.276668,0.360610355
62.460313,6.277468,0.3222408
62.460313,6.278268,0.272005365
62.460313,6.279068,0.227771127
62.460313,6.279868,0.191320173
62.460313,6.280668,0.152884295
62.460313,6.281468,0.144331634
62.460313,6.282268,0.134330802
62.460313,6.283068,0.123087034
62.460313,6.283868,0.125846364
62.460313,6.284668,0.123538051
62.460313,6.285468,0.119244607
62.460313,6.286268,0.11140595
62.460313,6.287068,0.10014588
62.460313,6.287868,0.084340177
62.460313,6.288668,0.067241957
62.460313,6.289468,0.076725862
62.460313,6.290268,0.084349757
62.460313,6.291068,0.089197755
62.460313,6.291868,0.087782428
62.460313,6.292668,0.084573757
62.460313,6.293468,0.078416451
62.460313,6.294268,0.069263694
62.460313,6.295068,0.056249769
62.460313,6.295868,0.041674728
62.460313,6.307868,0.044411387
62.460313,6.308668,0.057394971
62.460313,6.309468,0.07663021
62.460313,6.310268,0.090475204
62.460313,6.311068,0.102770256
62.460313,6.311868,0.114206045
62.460313,6.312668,0.119969667
62.460313,6.313468,0.117120904
62.460313,6.314268,0.108178161
62.460313,6.315068,0.09706505
62.460313,6.315868,0.082246922
62.460313,6.316668,0.062729831
